Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.23-stable,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.24-stable,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.25-stable,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0.26-stable,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0.27-stable,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0.28-stable,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0.29-stable,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0.30-stable,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0.31-stable,61,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0.32-stable,61,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0.33-stable,61,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0.34-stable,61,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0.35-stable,99,0,0,0,0,0,0,0,0,0,0,0,0,0,99
0.36-stable,99,0,0,0,0,0,0,0,0,0,0,0,0,0,99
0.37-stable,99,0,0,0,0,0,0,0,0,0,0,0,0,0,99
0.38-stable,99,0,0,0,0,0,0,0,0,0,0,0,0,0,99
0.39-stable,99,0,0,0,0,0,0,0,0,0,0,0,0,0,99
0.40-stable,103,0,0,0,0,0,0,0,0,0,0,0,0,0,103
0.41-stable,103,0,0,0,0,0,0,0,0,0,0,0,0,0,103
0.42-stable,103,0,0,0,0,0,0,0,0,0,0,0,0,0,103
0.43-stable,103,0,0,0,0,0,0,0,0,0,0,0,0,0,103
0.44-stable,103,0,0,0,0,0,0,0,0,0,0,0,0,0,103
0.45-stable,137,0,0,0,0,0,0,0,0,0,0,0,0,0,137
0.46-stable,195,0,0,0,0,0,0,0,0,0,0,0,0,0,195
0.47-stable,138,0,0,0,0,0,0,0,0,0,0,0,0,0,138
0.48-stable,138,0,0,0,0,0,0,0,0,0,0,0,0,0,138
0.49-stable,136,0,0,0,0,0,0,0,0,0,0,0,0,0,136
0.50-stable,136,0,0,0,0,0,0,0,0,0,0,0,0,0,136
0.51-stable,139,0,0,0,0,0,0,0,0,0,0,0,0,0,139
0.52-stable,138,0,0,0,0,0,0,0,0,0,0,0,0,0,138
0.53-stable,138,0,0,0,0,0,0,0,0,0,0,0,0,0,138
0.54-stable,138,0,0,0,0,0,0,0,0,0,0,0,0,0,138
0.55-stable,138,0,0,0,0,0,0,0,0,0,0,0,0,0,138
0.56-stable,379,0,0,0,0,0,0,0,0,0,0,0,0,0,379
0.57-stable,379,0,0,0,0,0,0,0,0,0,0,0,0,0,379
0.58-stable,589,0,0,0,0,0,0,0,0,0,0,0,0,0,589
0.59-stable,549,0,0,0,0,0,0,0,0,0,0,0,0,0,549
0.60-stable,557,0,0,0,0,0,0,0,0,0,0,0,0,0,557
0.61-stable,512,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0.62-stable,759,0,0,0,0,0,0,0,0,0,0,0,0,0,759
0.63-stable,759,0,0,0,0,0,0,0,0,0,0,0,0,0,759
0.64-stable,546,0,0,0,0,0,0,0,0,0,0,0,0,0,546
0.65-stable,546,0,0,0,0,0,0,0,0,0,0,0,0,0,546
