Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version,Bourne Shell,YAML
0.5-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,58,16,
0.6-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,58,16,
0.7-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,64,16,
0.8-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,64,16,
0.9-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,64,16,
0.10-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,65,16,
0.11-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,17,
0.12-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,17,
0.13-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,17,
0.14-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,17,
0.15-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,17,
0.17-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,17,
0.18-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,168,17,
0.19-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,166,17,
0.20-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,165,17,
0.21-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,162,17,
0.22-stable,72,0,0,0,0,0,0,0,0,0,0,0,0,0,299,210,17,
0.23-stable,98,0,0,0,0,0,0,0,0,0,0,0,0,0,313,215,
0.24-stable,98,0,0,0,0,0,0,0,0,0,0,0,0,0,321,223,
0.25-stable,320,0,0,0,0,0,0,0,0,0,0,0,0,0,472,152,
0.26-stable,371,0,0,0,0,0,0,0,0,0,0,0,0,0,526,155,
0.27-stable,380,0,0,0,0,0,0,0,0,0,0,0,0,0,575,195,
0.28-stable,385,0,0,0,0,0,0,0,0,0,0,0,0,0,580,195,
0.29-stable,385,0,0,0,0,0,0,0,0,0,0,0,0,0,671,286,
0.30-stable,385,0,0,0,0,0,0,0,0,0,0,0,0,0,672,287,
0.31-stable,385,0,0,0,0,0,0,0,0,0,0,0,0,0,668,283,
0.32-stable,385,0,0,0,0,0,0,0,0,0,0,0,0,0,668,283,
0.33-stable,385,0,0,0,0,0,0,0,0,0,0,0,0,0,668,283,
0.34-stable,385,0,0,0,0,0,0,0,0,0,0,0,0,0,668,283,
0.35-stable,398,0,0,0,0,0,0,0,0,0,0,0,0,0,681,283,
0.36-stable,393,0,0,0,0,0,0,0,0,0,0,0,0,0,716,323,
0.37-stable,383,0,0,0,0,0,0,0,0,0,0,0,0,0,681,298,
0.38-stable,388,0,0,0,0,0,0,0,0,0,0,0,0,0,686,298,
0.39-stable,389,0,0,0,0,0,0,0,0,0,0,0,0,0,695,306,
0.40-stable,389,0,0,0,0,0,0,0,0,0,0,0,0,0,695,306,
0.41-stable,401,0,0,0,0,0,0,0,0,0,0,0,0,0,849,448,
0.42-stable,401,0,0,0,0,0,0,0,0,0,0,0,0,0,895,494,
0.43-stable,397,0,0,0,0,0,0,0,0,0,0,0,0,0,891,494,
0.44-stable,401,0,0,0,0,0,0,0,0,0,0,0,0,0,911,510,
0.45-stable,401,0,0,0,0,0,0,0,0,0,0,0,0,0,913,512,
0.46-stable,401,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,608,22,7,
0.47-stable,399,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,617,22,7,
0.48-stable,431,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,642,22,7,
0.49-stable,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,668,22,7,
0.50-stable,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,692,22,7,
0.51-stable,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,751,22,7,
0.52-stable,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,751,22,7,
0.53-stable,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,752,22,7,
0.54-stable,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,747,22,7,
0.55-stable,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,780,20,7,
0.56-stable,586,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,842,20,7,
0.57-stable,592,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,910,21,7,
0.58-stable,828,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,904,21,7,
0.59-stable,828,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,922,21,7,
0.60-stable,978,0,0,0,0,0,40,0,0,0,0,0,0,0,2001,952,22,9,
0.61-stable,713,0,0,0,0,0,42,0,0,0,0,0,0,0,1736,950,22,9,
0.62-stable,770,0,0,0,0,0,78,0,0,0,0,0,0,0,1828,949,22,9,
0.63-stable,825,0,0,0,0,0,78,0,0,0,0,0,0,0,1835,901,22,9,
0.64-stable,902,0,0,0,0,0,174,0,0,0,0,0,0,0,2126,1030,11,9,
0.65-stable,1045,0,0,0,0,0,159,0,0,0,0,0,0,0,2271,1047,11,9,
