Version,JavaScript,Java,C++,C,C+C++ Header,Objective-C,Ruby,BUCK,XML,Markdown,JSON,Makefile,Bash,HTML,CSS,Bourne Shell,Bourne Again Shell,YAML,Objective-C++,make,Gradle,ProGuard,awk,Python,DOS Batch,Assembly,JSX,Sass,Dockerfile,Kotlin,Starlark,CMake,Aggregate stats
39,10152,270,0,0,4,75,0,0,269,0,100,0,0,157,0,1,123,0,0,6,88,30,0,0,70,0,0,0,0,0,0,0,11345
40,21868,270,0,0,4,75,0,0,286,0,121,0,0,153,0,1,123,0,0,6,88,30,0,0,70,0,819,0,0,0,0,0,23914
41,9255,270,0,0,4,75,0,0,470,0,125,0,0,153,0,1,123,0,0,6,88,30,0,0,70,0,819,0,0,0,0,0,11489
42,9919,268,0,0,4,75,0,0,471,59,128,0,0,187,0,1,123,0,0,6,88,30,0,0,70,0,819,0,0,0,0,0,12248
43,10300,268,0,0,4,75,0,0,471,59,128,0,0,187,0,1,123,0,0,6,88,30,0,0,70,0,819,0,0,0,0,0,12629
44,8702,268,0,0,4,75,0,0,483,59,107,0,0,232,0,1,123,0,0,0,88,31,0,0,70,0,0,0,0,0,0,0,10243
45,8678,268,0,0,4,75,0,0,483,59,107,0,0,233,0,1,123,0,0,0,88,31,0,0,70,0,0,0,0,0,0,0,10220
46,8411,268,0,0,4,75,0,0,486,59,107,0,0,233,0,2,123,0,0,0,88,31,0,0,70,0,0,0,0,0,0,0,9957
47,8490,262,0,0,4,75,0,0,486,59,107,0,0,233,0,2,123,0,0,0,88,31,0,0,70,0,0,0,0,14,0,0,10044
48,8152,262,0,0,4,75,0,0,486,59,107,0,0,233,0,2,123,0,0,0,91,31,0,0,70,0,0,0,0,14,0,0,9709
49,8885,266,0,0,4,75,0,0,486,59,107,0,0,233,0,2,123,0,0,0,94,31,0,0,70,0,0,0,0,14,0,0,10449
50,9479,266,0,0,4,75,0,0,486,59,113,0,0,246,0,2,123,0,0,0,94,31,0,0,70,0,0,0,0,14,0,0,11062
51,9324,266,0,0,4,75,0,0,486,59,113,0,0,246,0,2,123,0,0,0,94,31,0,0,70,0,0,0,0,14,0,0,10907
52,8974,266,0,0,4,75,0,0,486,59,113,0,0,243,0,2,123,0,0,0,94,31,0,0,70,0,0,0,0,14,0,0,10554
53,8989,266,0,0,4,75,0,0,486,59,113,0,0,243,0,2,123,0,0,0,94,31,0,0,70,0,0,0,0,14,0,0,10569
54,9096,266,0,0,4,75,0,0,481,59,113,0,0,243,0,2,123,0,0,0,94,31,0,0,70,0,0,0,0,14,0,0,10671
55,9113,266,0,0,4,75,0,0,481,59,113,0,0,243,0,2,123,0,0,0,94,31,0,0,68,0,0,0,0,14,0,0,10686
56,9475,266,0,0,4,75,0,0,481,59,113,0,0,257,0,2,123,0,0,0,109,0,0,0,68,0,0,0,0,14,0,0,11046
57,9647,266,0,0,4,79,0,0,509,59,113,0,0,258,0,131,0,0,0,0,107,0,0,0,63,0,0,0,0,14,0,0,11250
58,9193,266,0,0,4,75,0,0,510,34,110,0,0,258,0,131,0,0,0,0,104,0,0,0,63,0,0,0,0,14,16,0,10778
59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
