Version,JavaScript,Java,C++,C,C+C++ Header,Objective-C,Ruby,BUCK,XML,Markdown,JSON,Makefile,Bash,HTML,CSS,Bourne Shell,Bourne Again Shell,YAML,Objective-C++,make,Gradle,ProGuard,awk,Python,DOS Batch,Assembly,JSX,Sass,Dockerfile,Kotlin,Starlark,CMake,Aggregate stats
5,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
6,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
7,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407
8,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
9,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
10,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
11,935,55,0,0,4,73,0,0,251,0,38,0,0,0,0,0,123,0,0,0,42,0,0,0,64,0,0,0,0,0,0,0,1585
12,968,63,0,0,4,73,0,0,251,0,38,0,0,0,0,0,123,0,0,0,42,0,0,0,64,0,0,0,0,0,0,0,1626
13,1001,63,0,0,4,73,0,0,251,0,38,0,0,0,0,0,123,0,0,0,42,25,0,0,64,0,0,0,0,0,0,0,1684
14,673,63,0,0,4,73,0,0,251,0,38,0,0,0,0,1,123,0,0,0,95,25,0,0,70,0,0,0,0,0,0,0,1416
15,2361,63,0,0,4,73,0,0,252,0,38,0,0,152,0,1,123,0,0,0,95,25,0,0,70,0,0,0,0,0,0,0,3257
17,2514,63,0,0,4,73,0,0,252,0,38,0,0,148,0,1,123,0,0,0,106,25,0,0,70,0,0,0,0,0,0,0,3417
18,2790,21,0,0,4,73,0,0,252,0,38,0,0,148,0,1,123,0,0,0,139,28,0,0,70,0,0,0,0,0,0,0,3687
19,3097,22,0,0,4,73,0,0,252,0,38,0,0,148,0,1,123,0,0,0,130,28,0,0,70,0,0,0,0,0,0,0,3986
20,2983,22,0,0,4,73,0,0,252,0,38,0,0,148,0,1,123,0,0,0,130,28,0,0,70,0,0,0,0,0,0,0,3872
21,2992,22,0,0,4,73,0,0,252,0,38,0,0,110,0,1,123,0,0,0,134,28,0,0,70,0,0,0,0,0,0,0,3847
22,3121,22,0,0,4,73,0,0,252,0,38,0,0,110,0,1,123,0,0,0,134,28,0,0,70,0,0,0,0,0,0,0,3976
23,3302,22,0,0,4,73,0,0,252,0,38,0,0,110,0,1,123,0,0,0,134,28,0,0,70,0,0,0,0,0,0,0,4157
24,3311,22,0,0,4,73,0,0,258,0,38,0,0,110,0,1,123,0,0,0,71,28,0,0,70,0,0,0,0,0,0,0,4109
25,3325,22,0,0,4,73,0,0,258,0,38,0,0,110,0,1,123,0,0,0,71,27,0,0,70,0,0,0,0,0,0,0,4122
26,3263,22,0,0,4,73,0,0,258,0,38,0,0,110,0,1,123,0,0,0,71,27,0,0,70,0,0,0,0,0,0,0,4060
27,5887,250,0,0,4,74,0,0,262,0,228,0,0,110,0,1,123,0,0,0,88,27,0,0,70,0,0,0,0,0,0,0,7124
28,5909,250,0,0,4,74,0,0,268,0,228,0,0,120,0,1,123,0,0,0,88,30,0,0,70,0,0,0,0,0,0,0,7165
29,6000,264,0,0,4,76,0,0,269,0,228,0,0,121,0,1,123,0,0,0,88,30,0,0,70,0,0,0,0,0,0,0,7274
30,6105,264,0,0,4,75,0,0,269,0,228,0,0,121,0,1,123,0,0,0,88,30,0,0,70,0,0,0,0,0,0,0,7378
31,5936,264,0,0,4,75,0,0,269,0,228,0,0,121,0,1,123,0,0,0,88,30,0,0,70,0,0,0,0,0,0,0,7209
32,6113,264,0,0,4,75,0,0,269,0,228,0,0,121,0,1,123,0,0,0,88,30,0,0,70,0,0,0,0,0,0,0,7386
33,8735,264,0,0,4,75,0,0,269,0,228,0,0,137,0,1,123,0,0,6,88,30,0,0,70,0,0,0,0,0,0,0,10030
34,9354,264,0,0,4,75,0,0,269,0,100,0,0,137,0,1,123,0,0,6,88,30,0,0,70,0,0,0,0,0,0,0,10521
35,9537,264,0,0,4,75,0,0,269,0,100,0,0,144,0,1,123,0,0,6,88,30,0,0,70,0,0,0,0,0,0,0,10711
36,9697,264,0,0,4,75,0,0,269,0,100,0,0,144,0,1,123,0,0,6,88,30,0,0,70,0,0,0,0,0,0,0,10871
37,9796,264,0,0,4,75,0,0,269,0,100,0,0,144,0,1,123,0,0,6,88,30,0,0,70,0,0,0,0,0,0,0,10970
38,9870,270,0,0,4,75,0,0,269,0,100,0,0,157,0,1,123,0,0,6,88,30,0,0,70,0,0,0,0,0,0,0,11063
