Version,JavaScript,Java,C&C++,Objective-C&C++,Markdown,Other,Ruby,XML,CSS,Shell,Sum
59,52,0,0,0,0,0,0,0,0,0,52
60,52,0,0,0,0,0,0,0,0,0,52
61,52,0,0,0,0,0,0,0,0,0,52
62,52,0,0,0,0,0,0,0,0,0,52
63,48,0,0,0,0,0,0,0,0,0,48
64,28,0,0,0,0,0,0,0,0,0,28
65,28,0,0,0,0,0,0,0,0,0,28
