Version,JavaScript,Java,C&C++,Objective-C&C++,Markdown,Other,Sum
5,68,0,0,42,0,8,118
6,68,0,0,42,0,8,118
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
17,144,0,0,0,0,0,144
18,144,0,0,0,0,0,144
19,144,0,0,0,0,0,144
20,145,0,0,0,0,0,145
21,145,0,0,0,0,0,145
22,145,0,0,0,0,0,145
23,145,0,0,0,0,0,145
24,145,0,0,0,0,0,145
25,145,0,0,0,0,0,145
26,145,0,0,0,0,0,145
27,145,0,0,0,0,0,145
28,145,0,0,0,0,0,145
29,145,0,0,0,0,0,145
30,145,0,0,0,0,0,145
31,145,0,0,0,0,0,145
32,147,0,0,0,0,0,147
33,147,0,0,0,0,0,147
34,145,0,0,0,0,0,145
35,145,0,0,0,0,0,145
36,145,0,0,0,0,0,145
37,145,0,0,0,0,0,145
38,145,0,0,0,0,0,145
39,145,0,0,0,0,0,145
40,145,0,0,0,0,0,145
41,145,0,0,0,0,0,145
42,197,0,0,0,0,12,209
43,210,0,0,0,0,12,222
44,198,0,0,0,0,12,210
45,209,0,0,0,0,12,221
46,209,0,0,0,0,12,221
47,220,0,0,0,0,12,232
48,232,0,0,0,0,12,244
49,236,0,0,0,0,12,248
50,257,0,0,0,0,12,269
51,257,0,0,0,0,12,269
52,257,0,0,0,0,12,269
53,257,0,0,0,0,12,269
54,257,0,0,0,0,12,269
55,217,0,0,0,0,10,227
56,218,0,0,0,0,10,228
57,218,0,0,0,0,10,228
58,214,0,0,0,0,5,219
59,214,0,0,0,0,5,219
60,196,0,0,0,0,5,201
61,205,0,0,0,0,5,210
62,205,0,0,0,0,5,210
63,208,0,0,0,0,5,213
64,210,0,0,0,0,5,215
65,215,0,0,0,0,5,220
