Version Name,JavaScript,Java, C++ source, C source,C/C++ Header,Ruby,Shell,BUCK,XML
20,226,0,0,0,0,0,0,0,0
21,226,0,0,0,0,0,0,0,0
22,233,0,0,0,0,0,0,0,0
23,233,0,0,0,0,0,0,0,0
24,239,0,0,0,0,0,0,0,0
25,241,0,0,0,0,0,0,0,0
26,241,0,0,0,0,0,0,0,0
27,247,0,0,0,0,0,0,0,0
28,249,0,0,0,0,0,0,0,0
29,249,0,0,0,0,0,0,0,0
30,249,0,0,0,0,0,0,0,0
31,249,0,0,0,0,0,0,0,0
32,249,0,0,0,0,0,0,0,0
33,249,0,0,0,0,0,0,0,0
34,249,0,0,0,0,0,0,0,0
35,249,0,0,0,0,0,0,0,0
36,249,0,0,0,0,0,0,0,0
37,249,0,0,0,0,0,0,0,0
38,249,0,0,0,0,0,0,0,0
39,249,0,0,0,0,0,0,0,0
40,252,0,0,0,0,0,0,0,0
41,252,0,0,0,0,0,0,0,0
42,252,0,0,0,0,0,0,0,0
43,252,0,0,0,0,0,0,0,0
44,252,0,0,0,0,0,0,0,0
45,252,0,0,0,0,0,0,0,0
46,256,0,0,0,0,0,0,0,0
47,370,0,0,0,0,0,0,0,0
48,398,0,0,0,0,0,0,0,0
49,323,0,0,0,0,0,0,0,0
50,323,0,0,0,0,0,0,0,0
51,326,0,0,0,0,0,0,0,0
52,291,0,0,0,0,0,0,0,0
53,291,0,0,0,0,0,0,0,0
54,316,0,0,0,0,0,0,0,0
55,315,0,0,0,0,0,0,0,0
56,332,0,0,0,0,0,0,0,0
