Version Name,JavaScript,Java, C++ source, C source,C/C++ Header,Ruby,Shell,BUCK,XML
17,1,0,0,0,0,0,0,0,0
18,243,0,0,0,0,0,0,0,0
19,243,0,0,0,0,0,0,0,0
20,243,0,0,0,0,0,0,0,0
21,243,0,0,0,0,0,0,0,0
22,243,0,0,0,0,0,0,0,0
23,247,0,0,0,0,0,0,0,0
24,247,0,0,0,0,0,0,0,0
25,247,0,0,0,0,0,0,0,0
26,247,0,0,0,0,0,0,0,0
27,247,0,0,0,0,0,0,0,0
28,247,0,0,0,0,0,0,0,0
29,247,0,0,0,0,0,0,0,0
30,247,0,0,0,0,0,0,0,0
31,247,0,0,0,0,0,0,0,0
32,247,0,0,0,0,0,0,0,0
33,247,0,0,0,0,0,0,0,0
34,247,0,0,0,0,0,0,0,0
35,247,0,0,0,0,0,0,0,0
36,247,0,0,0,0,0,0,0,0
37,247,0,0,0,0,0,0,0,0
38,247,0,0,0,0,0,0,0,0
39,247,0,0,0,0,0,0,0,0
40,247,0,0,0,0,0,0,0,0
41,247,0,0,0,0,0,0,0,0
42,247,0,0,0,0,0,0,0,0
43,247,0,0,0,0,0,0,0,0
44,247,0,0,0,0,0,0,0,0
45,256,0,0,0,0,0,0,0,0
46,256,0,0,0,0,0,0,0,0
47,256,0,0,0,0,0,0,0,0
48,256,0,0,0,0,0,0,0,0
49,256,0,0,0,0,0,0,0,0
50,256,0,0,0,0,0,0,0,0
51,256,0,0,0,0,0,0,0,0
52,256,0,0,0,0,0,0,0,0
53,256,0,0,0,0,0,0,0,0
54,397,0,0,0,0,0,0,0,0
55,355,0,0,0,0,0,0,0,0
56,353,0,0,0,0,0,0,0,0
57,353,0,0,0,0,0,0,0,0
58,95,0,0,0,0,0,0,0,0
59,95,0,0,0,0,0,0,0,0
60,95,0,0,0,0,0,0,0,0
61,429,0,0,0,0,0,0,0,0
62,429,0,0,0,0,0,0,0,0
63,883,0,0,0,0,0,0,0,0
64,883,0,0,0,0,0,0,0,0
65,897,0,0,0,0,0,0,0,0
