Version Name,JavaScript,Java, C++ source, C source,C/C++ Header,Ruby,Shell,BUCK,XML
5,0,0,0,0,0,0,99,0,0
6,0,0,0,0,0,0,99,0,0
7,0,0,0,0,0,0,105,0,0
8,0,0,0,0,0,0,105,0,0
9,0,0,0,0,0,0,105,0,0
10,0,0,0,0,0,0,106,0,0
11,0,0,0,0,0,0,105,0,0
12,0,0,0,0,0,0,105,0,0
13,0,0,0,0,0,0,105,0,0
14,0,0,0,0,0,0,105,0,0
15,0,0,0,0,0,0,105,0,0
17,0,0,0,0,0,0,105,0,0
18,0,0,0,0,0,0,249,0,0
19,0,0,0,0,0,0,246,0,0
20,0,0,0,0,0,0,247,0,0
21,0,0,0,0,0,0,242,0,0
22,154,0,0,0,0,0,310,0,0
23,211,0,0,0,0,0,301,0,0
24,211,0,0,0,0,0,312,0,0
25,525,0,0,0,0,0,204,0,0
26,593,0,0,0,0,0,209,0,0
27,651,0,0,0,0,0,259,0,0
28,652,0,0,0,0,0,259,0,0
29,652,0,0,0,0,0,372,0,0
30,652,0,0,0,0,0,372,0,0
31,652,0,0,0,0,0,367,0,0
32,652,0,0,0,0,0,367,0,0
33,652,0,0,0,0,0,367,0,0
34,652,0,0,0,0,0,367,0,0
35,670,0,0,0,0,0,367,0,0
36,672,0,0,0,0,0,421,0,0
37,658,0,0,0,0,0,389,0,0
38,656,0,0,0,0,0,389,0,0
39,669,0,0,0,0,0,397,0,0
40,669,0,0,0,0,0,397,0,0
41,684,0,0,0,0,0,599,0,0
42,684,0,0,0,0,0,664,0,0
43,678,0,0,0,0,0,664,0,0
44,688,0,0,0,0,0,703,0,0
45,688,0,0,0,0,0,731,0,0
46,688,0,0,0,0,0,924,0,0
47,685,0,0,0,0,0,928,0,0
48,702,0,0,0,0,0,956,0,0
49,740,0,0,0,0,0,990,0,0
50,740,0,0,0,0,0,1018,0,0
51,739,0,0,0,0,0,1093,0,0
52,739,0,0,0,0,0,1093,0,0
53,739,0,0,0,0,0,1094,0,0
54,739,0,0,0,0,0,1088,0,0
55,727,0,0,0,0,0,1121,0,0
56,861,0,0,0,0,0,1193,0,0
57,872,0,0,0,0,0,1301,0,0
58,1194,0,0,0,0,0,1417,0,0
59,1192,0,0,0,0,0,1444,0,0
60,1397,0,0,0,0,55,1488,0,0
61,1046,0,0,0,0,55,1452,0,0
62,1141,0,0,0,0,100,1450,0,0
63,1207,0,0,0,0,99,1402,0,0
64,1307,0,0,0,0,231,1574,0,0
65,1497,0,0,0,0,212,1599,0,0
