Version Name,JavaScript,Java, C++ source, C source,C/C++ Header,Ruby,Shell,BUCK,XML
23,60,0,0,0,0,0,0,0,0
24,60,0,0,0,0,0,0,0,0
25,100,0,0,0,0,0,0,0,0
26,100,0,0,0,0,0,0,0,0
27,100,0,0,0,0,0,0,0,0
28,100,0,0,0,0,0,0,0,0
29,100,0,0,0,0,0,0,0,0
30,100,0,0,0,0,0,0,0,0
31,113,0,0,0,0,0,0,0,0
32,113,0,0,0,0,0,0,0,0
33,113,0,0,0,0,0,0,0,0
34,113,0,0,0,0,0,0,0,0
35,166,0,0,0,0,0,0,0,0
36,166,0,0,0,0,0,0,0,0
37,166,0,0,0,0,0,0,0,0
38,166,0,0,0,0,0,0,0,0
39,219,0,0,0,0,0,0,0,0
40,218,0,0,0,0,0,0,0,0
41,218,0,0,0,0,0,0,0,0
42,218,0,0,0,0,0,0,0,0
43,218,0,0,0,0,0,0,0,0
44,218,0,0,0,0,0,0,0,0
45,282,0,0,0,0,0,0,0,0
46,354,0,0,0,0,0,0,0,0
47,283,0,0,0,0,0,0,0,0
48,267,0,0,0,0,0,0,0,0
49,253,0,0,0,0,0,0,0,0
50,253,0,0,0,0,0,0,0,0
51,259,0,0,0,0,0,0,0,0
52,258,0,0,0,0,0,0,0,0
53,254,0,0,0,0,0,0,0,0
54,254,0,0,0,0,0,0,0,0
55,238,0,0,0,0,0,0,0,0
56,916,0,0,0,0,0,0,0,0
57,916,0,0,0,0,0,0,0,0
58,1432,0,0,0,0,0,0,0,0
59,1355,0,0,0,0,0,0,0,0
60,1367,0,0,0,0,0,0,0,0
61,1289,0,0,0,0,0,0,0,0
62,1592,0,0,0,0,0,0,0,0
63,1592,0,0,0,0,0,0,0,0
64,1334,0,0,0,0,0,0,0,0
65,1334,0,0,0,0,0,0,0,0
