Version Name,JavaScript,Java, C++ source, C source,C/C++ Header,Ruby,Shell,BUCK,XML
11,0,25691,3902,0,5744,0,134,0,690
12,0,26300,3943,0,5744,0,133,0,690
13,0,27858,4030,0,5835,0,133,0,695
14,0,28628,4115,0,5839,0,133,0,699
15,0,29858,4132,0,5839,0,133,951,699
17,0,35988,4465,0,5914,0,133,0,691
18,166,39931,4694,0,5993,0,133,0,709
19,166,42454,5107,0,6275,0,137,0,713
20,165,49102,5320,0,6364,0,137,2593,713
21,165,49509,5395,0,6533,0,137,2600,713
22,165,50547,5756,0,7961,0,133,2755,739
23,165,51707,5998,0,7987,0,133,2815,777
24,165,53340,5999,0,7987,0,134,2837,777
25,165,54040,6030,0,7990,0,134,2904,777
26,262,55593,5928,0,7990,0,134,2904,802
27,978,57115,8060,0,9071,0,134,2930,322
28,1321,62486,8096,0,9280,0,134,2998,322
29,2095,64302,8096,0,9283,0,35,3001,320
30,2298,65880,8099,0,9283,0,35,3040,358
31,2298,66059,8097,0,9386,0,0,3093,358
32,2353,65672,4494,0,8003,0,0,3003,413
33,2353,67280,4494,0,8003,0,0,3049,426
34,2353,68521,4491,0,8003,0,0,3136,426
35,2353,68846,4488,0,8003,0,0,3157,426
36,2353,69878,4488,0,8004,0,0,3190,427
37,2353,70247,4489,0,8004,0,0,3236,427
38,2353,70787,4591,0,8066,0,0,3241,427
39,2352,71140,4895,0,9225,0,0,3259,427
40,2352,69478,4924,0,9227,0,0,3206,445
41,2298,80441,4979,0,9227,0,0,3038,445
42,2358,81329,4818,0,9250,0,0,3025,445
43,2399,82633,4894,0,9250,0,0,3098,445
44,2399,84403,4966,0,9305,0,0,3176,458
45,2480,84895,4936,0,9223,0,0,3208,467
46,2490,85451,5287,0,9437,0,0,3179,467
47,2490,85914,5327,0,9438,0,0,3167,467
48,2490,86364,5312,0,9435,0,0,3240,467
49,2490,87049,5352,0,9464,0,0,3289,467
50,2490,88983,5405,0,9493,0,0,3389,483
51,2490,90044,5421,0,9517,0,0,3374,483
52,2490,90152,5373,0,9499,0,0,3378,491
53,2490,90420,5377,0,9499,0,0,3378,491
54,2490,92302,5506,0,9506,0,0,3417,1003
55,2438,92860,5565,0,9416,0,0,3440,1003
56,2555,96302,6152,0,9583,0,0,3592,1016
57,2555,87554,6272,0,9589,0,0,3552,1575
58,2860,87689,5459,0,9576,0,0,3932,1592
59,2878,90802,6064,0,9918,0,0,4098,1594
60,2918,91793,6981,0,10234,0,0,5299,1143
61,2922,90929,7234,0,10393,0,0,5472,1147
62,2865,97953,6014,0,5139,0,0,5635,1148
63,2865,100124,8600,0,6266,0,0,5690,1149
64,2865,97634,7163,0,6453,0,0,5675,1133
65,2866,99730,6713,0,5744,0,0,5369,1137
