Version Name,JavaScript,Java, C++ source, C source,C/C++ Header,Ruby,Shell,BUCK,XML
5,416,0,0,0,0,0,0,0,0
6,416,0,0,0,0,0,0,0,0
7,491,0,0,0,0,0,0,0,0
8,494,0,0,0,0,0,0,0,0
9,499,0,0,0,0,0,0,0,0
10,499,0,0,0,0,0,0,0,0
11,1123,69,0,0,16,0,0,0,33
12,1184,78,0,0,16,0,0,0,33
13,1219,78,0,0,16,0,0,0,33
14,898,78,0,0,16,0,8,0,33
15,3361,78,0,0,16,0,8,0,34
17,3601,78,0,0,16,0,8,0,34
18,4014,39,0,0,16,0,8,0,34
19,4428,40,0,0,16,0,8,0,34
20,4299,40,0,0,16,0,8,0,34
21,4299,40,0,0,16,0,9,0,34
22,4492,40,0,0,16,0,9,0,34
23,4757,40,0,0,16,0,9,0,34
24,4767,40,0,0,16,0,9,74,41
25,4785,40,0,0,16,0,9,74,41
26,4690,40,0,0,16,0,9,74,41
27,8295,361,0,0,16,0,9,74,45
28,8341,361,0,0,16,0,9,74,45
29,8449,371,0,0,16,0,9,74,46
30,8613,371,0,0,16,0,9,74,46
31,8410,371,0,0,16,0,9,74,46
32,8669,371,0,0,16,0,9,74,46
33,11653,371,0,0,16,0,9,74,46
34,12356,371,0,0,16,0,9,74,46
35,12603,371,0,0,16,0,9,74,46
36,12799,371,0,0,16,0,9,74,46
37,12911,371,0,0,16,0,9,74,46
38,12963,378,0,0,16,0,9,74,46
39,13535,378,0,0,16,0,9,74,46
40,34694,378,0,0,16,0,9,74,46
41,12631,378,0,0,16,0,9,74,46
42,13548,376,0,0,16,0,9,74,47
43,14055,376,0,0,16,0,9,73,47
44,12257,376,0,0,16,0,9,73,47
45,12207,376,0,0,16,0,9,73,47
46,11807,376,0,0,16,0,10,73,50
47,11973,368,0,0,16,0,10,73,50
48,11550,368,0,0,16,0,10,73,50
49,12427,373,0,0,16,0,10,73,50
50,13271,373,0,0,16,0,10,73,50
51,12956,373,0,0,16,0,10,73,50
52,12889,373,0,0,16,0,10,73,50
53,12901,373,0,0,16,0,10,73,50
54,13599,373,0,0,16,0,10,73,44
55,13108,373,0,0,14,0,8,73,44
56,13831,373,0,0,14,0,8,73,44
57,14039,373,0,0,14,0,8,73,44
58,13496,422,0,0,14,0,8,0,45
59,18,0,0,0,0,0,0,0,0
60,18,0,0,0,0,0,0,0,0
61,18,0,0,0,0,0,0,0,0
62,18,0,0,0,0,0,0,0,0
63,18,0,0,0,0,0,0,0,0
64,18,0,0,0,0,0,0,0,0
65,18,0,0,0,0,0,0,0,0
