Version,JavaScript,Java,C&C++,Objective-C&C++,Markdown,Other,Ruby,XML,CSS,Shell,Sum
58,0,0,0,0,0,0,0,13,0,0,13
59,98,48,0,107,0,356,0,500,0,166,1275
60,179,52,0,107,0,421,0,497,0,166,1422
61,179,78,0,111,0,417,0,497,0,166,1448
62,179,151,0,106,0,424,0,416,0,166,1442
63,179,151,0,106,0,421,0,408,0,162,1427
64,159,151,0,110,0,414,0,258,0,162,1254
65,159,151,0,110,0,411,0,258,0,162,1251
