Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.22-stable,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
0.23-stable,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
0.24-stable,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
0.25-stable,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
0.26-stable,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
0.27-stable,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
0.28-stable,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
0.29-stable,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
0.30-stable,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
0.31-stable,0,0,0,0,0,0,0,0,0,0,94,0,0,0,94
0.32-stable,0,0,0,0,0,0,0,0,0,0,94,0,0,0,94
0.33-stable,0,0,0,0,0,0,0,0,0,0,195,0,0,0,195
0.34-stable,0,0,0,0,0,0,0,0,0,0,196,0,0,0,196
0.35-stable,0,0,0,0,0,0,0,0,0,0,196,0,0,0,196
0.36-stable,0,0,0,0,0,0,0,0,0,0,196,0,0,0,196
0.37-stable,0,0,0,0,0,0,0,0,0,0,196,0,0,0,196
0.38-stable,0,0,0,0,0,0,0,0,0,0,223,0,0,0,223
0.39-stable,0,0,0,0,0,0,0,0,0,0,243,0,0,0,243
0.40-stable,0,0,0,0,0,0,0,0,0,0,280,0,0,0,280
0.41-stable,0,0,0,0,0,0,0,0,0,0,280,0,0,0,280
0.42-stable,0,0,0,0,0,0,0,0,0,0,327,0,0,0,327
0.43-stable,0,0,0,0,0,0,0,0,0,0,327,0,0,0,327
0.44-stable,0,0,0,0,0,0,0,0,0,0,377,0,0,0,377
0.45-stable,0,0,0,0,0,0,0,0,0,0,377,0,0,0,377
0.46-stable,0,0,0,0,0,0,0,0,0,0,377,0,0,0,377
0.47-stable,0,0,0,0,0,0,0,0,0,0,429,0,0,0,429
0.48-stable,0,0,0,0,0,0,0,0,0,0,455,0,0,0,455
0.49-stable,0,0,0,0,0,0,0,0,0,0,497,0,0,0,497
0.50-stable,0,0,0,0,0,0,0,0,0,0,511,0,0,0,511
0.51-stable,0,0,0,0,0,0,0,0,0,0,511,0,0,0,511
0.52-stable,0,0,0,0,0,0,0,0,0,0,525,0,0,0,525
0.53-stable,0,0,0,0,0,0,0,0,0,0,525,0,0,0,525
