Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.5-stable,0,0,0,105,651,2075,0,0,0,0,0,0,0,0,2831
0.6-stable,0,0,0,105,706,2243,0,0,0,0,0,0,0,0,3054
0.7-stable,0,0,0,105,761,2332,0,0,0,0,0,0,0,0,3198
0.8-stable,0,0,0,105,753,2299,0,0,0,0,0,0,0,0,3157
0.9-stable,0,0,0,105,773,2395,0,0,0,0,0,0,0,0,3273
0.10-stable,0,0,0,105,819,2526,0,0,0,0,0,0,0,0,3450
0.11-stable,0,0,0,105,841,2576,0,0,0,0,0,0,0,0,3522
0.12-stable,0,0,0,185,878,2641,0,0,0,0,0,0,0,0,3704
0.13-stable,0,0,0,185,874,2603,0,0,0,0,0,0,0,0,3662
0.14-stable,0,0,0,185,878,2625,0,0,0,0,0,0,0,0,3761,73
0.15-stable,0,0,0,185,914,2746,0,0,0,0,0,0,0,0,3917,72
0.17-stable,0,0,0,185,939,2855,0,0,0,0,0,0,0,0,4053,74
0.18-stable,0,0,0,187,982,2927,0,0,0,0,0,0,0,0,4170,74
0.19-stable,0,0,0,187,984,2947,0,0,0,0,0,0,0,0,4192,74
0.20-stable,0,0,0,187,990,2975,0,0,0,0,0,0,0,0,4226,74
0.21-stable,0,0,0,187,992,2988,0,0,0,0,0,0,0,0,4241,74
0.22-stable,0,0,0,187,1012,3017,0,0,0,0,0,0,0,0,4290,74
0.23-stable,0,0,0,187,1023,3076,0,0,0,0,0,0,0,0,4361,75
0.24-stable,0,0,0,192,1033,3088,0,0,0,0,0,0,0,0,4389,76
0.25-stable,0,0,0,192,1034,3093,0,0,0,0,0,0,0,0,4395,76
0.26-stable,0,0,0,192,1037,2977,0,0,0,0,0,0,0,0,4435,153,76
0.27-stable,0,0,0,192,1047,3014,0,0,0,0,0,0,0,0,4476,147,76
0.28-stable,0,0,0,267,1074,3080,0,0,0,0,0,0,0,0,4664,167,76
0.29-stable,0,0,0,279,1096,3086,0,0,0,0,0,0,0,0,4702,165,76
0.30-stable,0,0,0,279,1101,3100,0,0,0,0,0,0,0,0,4721,165,76
0.31-stable,0,0,0,309,1172,3141,0,0,0,0,0,0,0,0,4861,163,76
0.32-stable,0,0,0,316,1173,3147,0,0,0,0,0,0,0,0,4875,163,76
0.33-stable,0,0,0,302,1183,3137,0,0,0,0,0,0,0,0,4903,205,76
0.34-stable,0,0,0,292,1196,3107,0,0,0,0,0,0,0,0,4928,257,76
0.35-stable,0,0,0,305,1193,3119,0,0,0,0,0,0,0,0,4936,243,76
0.36-stable,0,0,0,311,1210,3143,0,0,0,0,0,0,0,0,4984,244,76
0.37-stable,0,0,0,332,1224,3182,0,0,0,0,0,0,0,0,5058,244,76
0.38-stable,0,0,0,329,1242,3207,0,0,0,0,0,0,0,0,5119,265,76
0.39-stable,0,0,0,359,1256,3199,0,0,0,0,0,0,0,0,5194,304,76
0.40-stable,0,0,0,359,1236,3175,0,0,0,0,0,0,0,0,5172,326,76
0.41-stable,0,0,0,0,1195,3268,0,0,0,0,0,0,0,0,4865,326,76
0.42-stable,0,0,0,0,1277,3200,0,0,0,0,0,0,0,0,5348,795,76
0.43-stable,0,0,0,0,1368,3353,0,0,0,0,0,0,0,0,5567,770,76
0.44-stable,0,0,0,0,1361,3254,0,0,0,0,0,0,0,0,5447,757,75
0.45-stable,0,0,0,0,1400,3133,0,0,0,0,0,0,0,0,5541,933,75
0.46-stable,0,0,0,0,1402,3152,0,0,0,0,0,0,0,0,5562,933,75
0.47-stable,0,0,0,0,1463,3231,0,0,0,0,0,0,0,0,5754,985,75
0.48-stable,0,0,0,0,1477,3236,0,0,0,0,0,0,0,0,5771,983,75
0.49-stable,0,0,0,0,1529,3230,0,0,0,0,0,0,0,0,5911,1077,75
0.50-stable,0,0,0,0,1618,3296,0,0,0,0,0,0,0,0,6086,1097,75
0.51-stable,0,0,0,0,1608,3314,0,0,0,0,0,0,0,0,6088,1091,75
0.52-stable,0,0,0,0,1725,3342,0,0,0,0,0,0,0,0,6446,1304,75
0.53-stable,0,0,0,0,1731,3423,0,0,0,0,0,0,0,0,6534,1305,75
0.54-stable,0,0,0,0,1714,3413,0,0,0,0,0,0,0,0,6197,995,75
0.55-stable,0,0,0,0,1796,3458,0,0,0,0,0,0,0,0,6404,1075,75
0.56-stable,0,0,0,0,2038,3461,0,0,0,0,0,0,0,0,7035,1461,75
0.57-stable,0,0,0,0,2078,3564,0,0,0,0,0,0,0,0,7307,1590,75
0.58-stable,0,0,0,0,2054,3447,0,0,0,0,0,0,0,0,7248,1672,75,0
0.59-stable,0,0,0,0,2098,3383,0,0,0,0,0,0,0,0,7363,1807,75
0.60-stable,0,0,0,0,2096,3287,17,0,0,0,0,0,0,0,7310,1835,75
0.61-stable,0,0,0,0,2125,3343,12,0,0,0,0,0,0,0,7641,2086,75
0.62-stable,0,0,8,0,2137,2706,12,0,0,0,0,0,0,0,7969,3031,75
0.63-stable,0,0,8,0,2136,2617,12,0,0,0,0,0,0,0,8044,3196,75
0.64-stable,0,0,0,0,2379,2479,21,0,0,0,0,0,0,0,9278,4324,75
0.65-stable,0,0,0,0,2413,2509,21,0,0,0,0,0,0,0,9432,4414,75
