Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.26-stable,0,0,379,0,238,0,0,0,0,0,0,0,0,0,617
0.27-stable,0,0,410,0,273,0,0,0,0,0,0,0,0,0,683
0.28-stable,0,0,437,0,361,0,0,0,0,0,0,0,0,0,806,8
0.29-stable,0,0,518,0,379,0,0,0,0,0,0,0,0,0,905,8
0.30-stable,0,0,524,0,383,0,0,0,0,0,0,0,0,0,915,8
0.31-stable,0,0,570,0,415,0,0,0,0,0,0,0,0,0,993,8
0.32-stable,0,0,695,0,444,0,0,0,0,0,0,0,0,0,1147,8
0.33-stable,0,0,695,0,444,0,0,0,0,0,0,0,0,0,1147,8
0.34-stable,0,0,710,0,447,0,0,0,0,0,0,0,0,0,1165,8
0.35-stable,0,0,731,0,447,0,0,0,0,0,0,0,0,0,1186,8
0.36-stable,0,0,742,0,445,0,0,0,0,0,0,0,0,0,1195,8
0.37-stable,0,0,762,0,459,0,0,0,0,0,0,0,0,0,1229,8
0.38-stable,0,0,1024,0,654,0,0,0,0,0,5,0,0,0,1708,25
0.39-stable,0,0,1066,359,781,0,0,0,0,0,5,0,0,0,2242,31
0.40-stable,0,0,1099,359,850,0,0,0,0,0,5,0,0,0,2351,38
0.41-stable,0,0,1112,377,865,0,0,0,0,0,5,0,0,0,2397,38
0.42-stable,0,0,1113,400,867,0,7,0,0,0,5,0,0,0,2430,38
0.43-stable,0,0,1102,419,856,0,7,0,0,0,5,0,0,0,2427,38
0.44-stable,0,0,783,418,667,0,7,0,0,0,0,0,0,0,1904,29
0.45-stable,0,0,702,455,649,0,7,0,0,0,0,0,0,0,1842,29
0.46-stable,0,0,697,457,663,0,7,0,0,0,0,0,0,0,1853,29
0.47-stable,0,0,706,460,675,0,7,0,0,0,0,0,0,0,1877,29
0.48-stable,0,0,666,461,669,0,7,0,0,0,0,0,0,0,1832,29
0.49-stable,0,0,679,462,674,0,7,0,0,0,0,0,0,0,1851,29
0.50-stable,0,0,723,465,706,0,7,0,0,0,0,0,0,0,1936,35
0.51-stable,0,0,721,476,707,0,7,0,0,0,0,0,0,0,1946,35
0.52-stable,0,0,1163,0,740,0,7,0,0,0,0,0,0,0,1958,48
0.53-stable,0,0,1243,0,754,0,7,0,0,0,0,0,0,0,2052,48
0.54-stable,0,0,1261,0,750,0,7,0,0,0,0,0,0,0,2066,48
0.55-stable,0,0,1335,0,781,0,7,0,0,0,0,0,0,0,2171,48
0.56-stable,0,0,2134,0,1902,31,8,0,0,0,0,0,0,0,4229,106,48
0.57-stable,0,0,2180,0,2210,31,8,0,0,0,0,0,0,0,4607,130,48
0.58-stable,0,0,2235,0,2379,30,9,0,0,0,0,0,0,0,4833,134,0,46
0.59-stable,0,0,2526,0,2821,30,9,0,0,0,0,0,0,0,5663,231,46
0.60-stable,409,0,4238,0,3811,30,84,0,0,0,31,0,0,0,9056,353,71,0,16,7,4,2
0.61-stable,408,0,4607,0,3935,30,73,0,0,0,31,0,0,0,9524,347,0,64,16,7,4,2
0.62-stable,419,0,4979,0,4364,30,74,0,0,0,31,0,0,0,10392,403,65,0,13,7,5,2
0.63-stable,418,0,5510,0,4715,30,77,0,0,0,31,0,0,0,11354,483,64,0,13,7,5,1
0.64-stable,421,36,6528,0,5253,30,98,0,0,0,31,0,0,0,13380,534,422,0,13,6,7,1
0.65-stable,404,38,7423,0,5733,30,109,0,0,0,31,0,0,0,14837,569,473,0,13,6,7,1
