Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.5-stable,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
0.6-stable,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
0.7-stable,20,0,0,0,0,0,0,0,0,0,2,0,0,0,22,
0.8-stable,20,0,0,0,0,0,0,0,0,0,2,0,0,0,22,
0.9-stable,20,0,0,0,0,0,0,0,0,0,2,0,0,0,22,
0.10-stable,19,0,0,0,0,0,0,0,0,0,2,0,0,0,21,
0.11-stable,19,0,0,0,0,0,0,0,0,0,38,0,0,0,57,
0.12-stable,26,0,0,0,0,0,0,0,0,0,39,0,0,0,65,
0.13-stable,27,0,0,0,0,0,0,0,0,0,37,0,0,0,64,
0.14-stable,30,0,0,0,0,0,0,0,0,0,37,0,0,0,67,
0.15-stable,30,0,0,0,0,0,0,0,0,0,45,0,0,0,75,
0.17-stable,30,0,0,0,0,0,0,0,0,0,45,0,0,0,75,
0.18-stable,28,0,0,0,0,0,0,0,0,0,45,0,0,0,73,
0.19-stable,30,0,0,0,0,0,0,0,0,0,45,0,0,0,75,
0.20-stable,30,0,0,0,0,0,0,0,0,0,45,0,0,0,75,
0.21-stable,30,0,0,0,0,0,0,0,0,0,45,0,0,0,75,
0.22-stable,30,0,0,0,0,0,0,0,0,0,45,0,0,0,75,
0.23-stable,31,0,0,0,0,0,0,0,0,0,45,0,0,0,76,
0.24-stable,31,0,0,0,0,0,0,0,0,0,45,0,0,0,76,
0.25-stable,31,0,0,0,0,0,0,0,0,0,45,0,0,0,76,
0.26-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.27-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.28-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.29-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.30-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.31-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.32-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.33-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.34-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.35-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.36-stable,31,0,0,0,0,0,0,0,0,0,46,0,0,0,77,
0.37-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.38-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.39-stable,30,0,0,0,0,0,0,0,0,0,46,0,0,0,76,
0.40-stable,28,0,0,0,0,0,0,0,0,0,46,0,0,0,74,
0.41-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.42-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.43-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.44-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.45-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.46-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.47-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.48-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.49-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.50-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.51-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.52-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.53-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.54-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.55-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.56-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.57-stable,29,0,0,0,0,0,0,0,0,0,46,0,0,0,75,
0.58-stable,30,0,0,0,0,0,0,0,0,0,47,0,0,0,77,
