Version,JavaScript,Java,C++,C,C+C++ Header,Objective-C,Ruby,BUCK,XML,Markdown,JSON,Makefile,Bash,HTML,CSS,Bourne Shell,Bourne Again Shell,YAML,Objective-C++,make,Gradle,ProGuard,awk,Python,DOS Batch,Assembly,JSX,Sass,Dockerfile,Kotlin,Starlark,CMake,Aggregate stats
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
27,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
34,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
35,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
37,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
38,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
39,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
40,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
41,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
42,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
43,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
44,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
45,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
46,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,257
47,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,255
48,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,261
49,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,272
50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,276
51,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,283
52,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,283
53,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,283
54,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,282
55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,292
56,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,316
57,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,337
58,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,363
59,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,365
60,146,0,0,0,0,0,10,0,0,0,0,0,0,0,0,244,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,406
61,108,0,0,0,0,0,9,0,0,0,0,0,0,0,0,238,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,361
62,126,0,0,0,0,0,12,0,0,0,0,0,0,0,0,250,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,394
63,133,0,0,0,0,0,10,0,0,0,0,0,0,0,0,235,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,384
64,147,0,0,0,0,0,34,0,0,0,0,0,0,0,0,262,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,448
65,179,0,0,0,0,0,31,0,0,0,0,0,0,0,0,266,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,481
