Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.12-stable,39,0,0,0,0,0,0,0,0,0,0,0,0,0,39
0.13-stable,109,0,0,0,0,0,0,0,0,0,0,0,0,0,109
0.14-stable,199,0,0,0,0,0,0,0,0,0,0,0,0,0,199
