Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.58-stable,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,
0.59-stable,6,2,0,0,2,4,0,0,0,11,0,3,0,0,37,1,4,1,1,2,
0.60-stable,9,2,0,0,2,4,0,0,0,11,0,4,0,0,39,1,3,1,1,1,
0.61-stable,9,2,0,0,2,4,0,0,0,11,0,4,0,0,39,1,3,1,1,1,
0.62-stable,9,3,0,0,1,3,0,0,0,11,0,4,0,0,38,1,3,1,1,1,
0.63-stable,9,3,0,0,1,3,0,0,0,10,0,4,0,0,37,1,3,1,1,1,
0.64-stable,8,3,0,0,1,3,0,0,0,8,0,4,0,0,34,1,3,1,1,1,
0.65-stable,8,3,0,0,1,3,0,0,0,8,0,4,0,0,34,1,3,1,1,1,
