Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.5-stable,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0.6-stable,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0.7-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.8-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.9-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.10-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.11-stable,1,0,0,0,0,0,0,0,0,0,2,1,0,0,4
0.12-stable,1,0,0,0,0,0,0,0,0,0,2,1,0,0,4
0.13-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.14-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.15-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.17-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.18-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.19-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.20-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.21-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.22-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.23-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.24-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.25-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.26-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.27-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.28-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.29-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.30-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.31-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.32-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.33-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.34-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.35-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.36-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.37-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.38-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.39-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.40-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.41-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.42-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.43-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.44-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.45-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.46-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.47-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.48-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.49-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.50-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.51-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.52-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.53-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.54-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.55-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.56-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.57-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
0.58-stable,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3
