Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.40-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.41-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.42-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.43-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.44-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.45-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.46-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.47-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.48-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.49-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.50-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.51-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.52-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.53-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.54-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.55-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.56-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.57-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
0.58-stable,5,0,0,0,0,0,0,0,0,0,1,1,0,0,7,
