Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.59-stable,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52
0.60-stable,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52
0.61-stable,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52
0.62-stable,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52
0.63-stable,48,0,0,0,0,0,0,0,0,0,0,0,0,0,48
0.64-stable,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28
0.65-stable,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28
