Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version,Sum stats
0.5-stable,0,0,0,127,1524,1480,0,0,0,0,0,0,0,0,0,3131
0.6-stable,0,0,0,127,1598,1503,0,0,0,0,0,0,0,0,0,3228
0.7-stable,0,0,0,127,1721,1449,0,0,0,0,0,0,0,0,0,3297
0.8-stable,0,0,0,127,1728,1443,0,0,0,0,0,0,0,0,0,3298
0.9-stable,0,0,0,127,1780,1474,0,0,0,0,0,0,0,0,0,3381
0.10-stable,0,0,0,130,1866,1517,0,0,0,0,0,0,0,0,0,3513
0.11-stable,0,0,0,130,1921,1543,0,0,0,0,0,0,0,0,0,3594
0.12-stable,0,0,0,168,1996,1579,0,0,0,0,0,0,0,0,0,3743
0.13-stable,0,0,0,168,1983,1569,0,0,0,0,0,0,0,0,0,3720
0.14-stable,0,0,0,168,1986,1581,0,0,0,0,0,0,0,0,0,217,3952
0.15-stable,0,0,0,168,2093,1603,0,0,0,0,0,0,0,0,0,223,4087
0.17-stable,0,0,0,168,2170,1623,0,0,0,0,0,0,0,0,0,250,4211
0.18-stable,0,0,0,172,2323,1739,0,0,0,0,0,0,0,0,0,250,4484
0.19-stable,0,0,0,172,2333,1748,0,0,0,0,0,0,0,0,0,250,4503
0.20-stable,0,0,0,172,2373,1769,0,0,0,0,0,0,0,0,0,250,4564
0.21-stable,0,0,0,172,2377,1782,0,0,0,0,0,0,0,0,0,250,4581
0.22-stable,0,0,0,172,2402,1832,0,0,0,0,0,0,0,0,0,250,4656
0.23-stable,0,0,0,172,2434,1857,0,0,0,0,0,0,0,0,0,252,4715
0.24-stable,0,0,0,174,2423,1869,0,0,0,0,0,0,0,0,0,250,4716
0.25-stable,0,0,0,174,2423,1873,0,0,0,0,0,0,0,0,0,250,4720
0.26-stable,0,0,0,174,2424,1858,0,0,0,0,0,0,0,0,0,38,250,4744
0.27-stable,0,0,0,174,2467,1899,0,0,0,0,0,0,0,0,0,40,250,4830
0.28-stable,0,0,0,286,2518,1926,0,0,0,0,0,0,0,0,0,48,250,5028
0.29-stable,0,0,0,282,2569,1942,0,0,0,0,0,0,0,0,0,48,250,5091
0.30-stable,0,0,0,282,2586,1959,0,0,0,0,0,0,0,0,0,48,250,5125
0.31-stable,0,0,0,284,2707,2003,0,0,0,0,0,0,0,0,0,53,250,5297
0.32-stable,0,0,0,383,2713,2013,0,0,0,0,0,0,0,0,0,53,250,5412
0.33-stable,0,0,0,377,2743,2003,0,0,0,0,0,0,0,0,0,80,250,5453
0.34-stable,0,0,0,374,2760,1960,0,0,0,0,0,0,0,0,0,116,250,5460
0.35-stable,0,0,0,376,2777,1970,0,0,0,0,0,0,0,0,0,113,250,5486
0.36-stable,0,0,0,372,2830,1995,0,0,0,0,0,0,0,0,0,113,250,5560
0.37-stable,0,0,0,370,2855,2018,0,0,0,0,0,0,0,0,0,112,250,5605
0.38-stable,0,0,0,357,2909,2032,0,0,0,0,0,0,0,0,0,112,250,5660
0.39-stable,0,0,0,353,2956,2022,0,0,0,0,0,0,0,0,0,141,250,5722
0.40-stable,0,0,0,353,2916,2004,0,0,0,0,0,0,0,0,0,154,250,5677
0.41-stable,0,0,0,0,2907,2061,0,0,0,0,0,0,0,0,0,156,250,5374
0.42-stable,0,0,0,0,3041,2028,0,0,0,0,0,0,0,0,0,481,250,5800
0.43-stable,0,0,0,0,3183,2109,0,0,0,0,0,0,0,0,0,451,250,5993
0.44-stable,0,0,0,0,3204,2040,0,0,0,0,0,0,0,0,0,450,250,5944
0.45-stable,0,0,0,0,3291,1974,0,0,0,0,0,0,0,0,0,531,250,6046
0.46-stable,0,0,0,0,3298,1980,0,0,0,0,0,0,0,0,0,539,250,6067
0.47-stable,0,0,0,0,3380,2018,0,0,0,0,0,0,0,0,0,562,250,6210
0.48-stable,0,0,0,0,3386,2060,0,0,0,0,0,0,0,0,0,567,250,6263
0.49-stable,0,0,0,0,3499,2060,0,0,0,0,0,0,0,0,0,619,250,6428
0.50-stable,0,0,0,0,3660,2127,0,0,0,0,0,0,0,0,0,629,250,6666
0.51-stable,0,0,0,0,3623,2130,0,0,0,0,0,0,0,0,0,630,250,6633
0.52-stable,0,0,0,0,3869,2156,0,0,0,0,0,0,0,0,0,680,250,6955
0.53-stable,0,0,0,0,3875,2162,0,0,0,0,0,0,0,0,0,681,250,6968
0.54-stable,0,0,0,0,3782,2138,0,0,0,0,0,0,0,0,0,568,250,6738
0.55-stable,0,0,0,0,3564,1930,0,0,0,0,0,0,0,0,0,563,242,6299
0.56-stable,0,0,0,0,3953,1949,0,0,0,0,0,0,0,0,0,717,242,6861
0.57-stable,0,0,0,0,4030,2028,0,0,0,0,0,0,0,0,0,787,242,7087
0.58-stable,0,0,0,0,4014,1780,0,0,0,0,0,0,0,0,0,821,242,0,6857
0.59-stable,0,0,0,0,4107,1751,0,0,0,0,0,0,0,0,0,864,242,6964
0.60-stable,0,0,0,0,4133,1672,18,0,0,0,0,0,0,0,0,857,242,6922
0.61-stable,0,0,0,0,4184,1716,12,0,0,0,0,0,0,0,0,987,242,7141
0.62-stable,0,0,12,0,4274,1512,10,0,0,0,0,0,0,0,0,1229,242,7279
0.63-stable,0,0,12,0,4292,1543,10,0,0,0,0,0,0,0,0,1274,242,7373
0.64-stable,0,0,0,0,4538,1486,15,0,0,0,0,0,0,0,0,1505,242,7786
0.65-stable,0,0,0,0,4640,1492,15,0,0,0,0,0,0,0,0,1536,242,7925
