Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version
0.5-stable,68,0,0,0,8,42,0,0,0,0,0,0,0,0,118
0.6-stable,68,0,0,0,8,42,0,0,0,0,0,0,0,0,118
0.7-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15-stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17-stable,144,0,0,0,0,0,0,0,0,0,0,0,0,0,144
0.18-stable,144,0,0,0,0,0,0,0,0,0,0,0,0,0,144
0.19-stable,144,0,0,0,0,0,0,0,0,0,0,0,0,0,144
0.20-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.21-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.22-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.23-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.24-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.25-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.26-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.27-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.28-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.29-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.30-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.31-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.32-stable,147,0,0,0,0,0,0,0,0,0,0,0,0,0,147
0.33-stable,147,0,0,0,0,0,0,0,0,0,0,0,0,0,147
0.34-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.35-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.36-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.37-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.38-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.39-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.40-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.41-stable,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
0.42-stable,197,0,0,0,0,0,0,0,0,0,0,0,0,0,209,12
0.43-stable,210,0,0,0,0,0,0,0,0,0,0,0,0,0,222,12
0.44-stable,198,0,0,0,0,0,0,0,0,0,0,0,0,0,210,12
0.45-stable,209,0,0,0,0,0,0,0,0,0,0,0,0,0,221,12
0.46-stable,209,0,0,0,0,0,0,0,0,0,0,0,0,0,221,12
0.47-stable,220,0,0,0,0,0,0,0,0,0,0,0,0,0,232,12
0.48-stable,232,0,0,0,0,0,0,0,0,0,0,0,0,0,244,12
0.49-stable,236,0,0,0,0,0,0,0,0,0,0,0,0,0,248,12
0.50-stable,257,0,0,0,0,0,0,0,0,0,0,0,0,0,269,12
0.51-stable,257,0,0,0,0,0,0,0,0,0,0,0,0,0,269,12
0.52-stable,257,0,0,0,0,0,0,0,0,0,0,0,0,0,269,12
0.53-stable,257,0,0,0,0,0,0,0,0,0,0,0,0,0,269,12
0.54-stable,257,0,0,0,0,0,0,0,0,0,0,0,0,0,269,12
0.55-stable,217,0,0,0,0,0,0,0,0,0,0,0,0,0,227,10
0.56-stable,218,0,0,0,0,0,0,0,0,0,0,0,0,0,228,10
0.57-stable,218,0,0,0,0,0,0,0,0,0,0,0,0,0,228,10
0.58-stable,214,0,0,0,0,0,0,0,0,0,0,0,0,0,219,5
0.59-stable,214,0,0,0,0,0,0,0,0,0,0,0,0,0,219,5
0.60-stable,196,0,0,0,0,0,0,0,0,0,0,0,0,0,201,5
0.61-stable,205,0,0,0,0,0,0,0,0,0,0,0,0,0,210,5
0.62-stable,205,0,0,0,0,0,0,0,0,0,0,0,0,0,210,5
0.63-stable,208,0,0,0,0,0,0,0,0,0,0,0,0,0,213,5
0.64-stable,210,0,0,0,0,0,0,0,0,0,0,0,0,0,215,5
0.65-stable,215,0,0,0,0,0,0,0,0,0,0,0,0,0,220,5
