Version,JavaScript,Java,C&C++,Objective-C&C++,Markdown,Other,Ruby,XML,CSS,Shell,Sum
5,7850,0,0,334,0,283,0,863,0,0,9330
6,8223,0,0,339,0,283,0,863,0,0,9708
7,9530,0,0,1342,0,508,0,920,0,0,12300
8,10486,0,0,1504,68,521,0,920,0,0,13499
9,11276,0,0,1722,68,521,0,920,0,0,14507
10,11490,0,0,1957,68,521,0,896,0,0,14932
11,13292,181,0,2038,68,599,0,1009,0,0,17187
12,13316,181,0,2145,68,621,0,1014,0,0,17345
13,13488,122,0,1966,114,599,0,768,0,0,17057
14,13517,122,0,1965,114,641,0,768,0,0,17127
15,14072,122,0,1989,114,641,0,768,0,0,17706
17,14319,122,0,2301,116,634,0,775,0,0,18267
18,14451,122,0,2417,116,640,0,775,0,0,18521
19,14677,122,0,2430,116,640,0,775,0,0,18760
20,15320,122,0,2531,116,581,0,775,0,0,19445
21,16362,122,0,2531,116,581,0,775,0,0,20487
22,18141,63,0,2873,116,581,0,791,0,0,22565
23,18320,63,0,3049,116,581,0,791,0,0,22920
24,18607,83,0,3114,116,684,0,797,0,0,23401
25,18834,83,0,3114,134,684,0,808,0,0,23657
26,19345,83,0,2948,134,684,0,808,0,0,24002
27,18715,83,0,2933,134,684,0,808,0,0,23357
28,17757,83,0,3016,134,684,0,815,0,0,22489
29,18759,106,0,3023,134,684,0,817,0,0,23523
30,19225,106,0,3023,134,684,0,817,0,0,23989
31,19537,106,0,3041,134,684,0,817,0,0,24319
32,19667,106,0,3060,134,684,0,817,0,0,24468
33,20093,163,0,3086,134,710,0,858,0,0,25044
34,20775,163,0,3116,134,731,0,902,0,0,25821
35,20833,163,0,3117,134,731,0,902,0,0,25880
36,20834,163,0,3216,134,741,0,1055,0,0,26143
37,21000,163,0,3167,134,768,0,1055,0,0,26287
38,21060,163,0,3225,134,768,0,1055,0,0,26405
39,21154,163,0,3226,134,726,0,1055,0,0,26458
40,21229,163,0,3257,134,726,0,1113,0,0,26622
41,21311,163,0,3260,134,726,0,1113,0,0,26707
42,21119,163,0,3300,134,726,0,1256,0,0,26698
43,20698,163,0,3298,134,726,0,1257,0,0,26276
44,18109,77,0,3798,101,628,0,872,0,0,23585
