Version,JavaScript,Java,C++,C,C&C++ Header,Objective-C,Ruby,BUCK,XML,Markdown,JSON,Makefile,Bash,HTML,CSS,Bourne Shell,Bourne Again Shell,YAML,Objective-C++,make,Gradle,ProGuard,awk,Python,DOS Batch,Assembly,JSX,Sass,Dockerfile,Kotlin,Starlark,CMake,Maven,Aggregate stats
58,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
59,6,2,0,0,2,4,0,0,11,0,3,0,0,0,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0,0,1,0,0,37
60,9,2,0,0,2,4,0,0,11,0,4,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,39
61,9,2,0,0,2,4,0,0,11,0,4,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,39
62,9,3,0,0,1,3,0,0,11,0,4,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,38
63,9,3,0,0,1,3,0,0,10,0,4,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,37
64,8,3,0,0,1,3,0,0,8,0,4,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,34
65,8,3,0,0,1,3,0,0,8,0,4,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,34
