Version,JavaScript,Java,C&C++,Objective-C&C++,Markdown,Other,Ruby,XML,CSS,Shell,Sum
59,3,0,0,0,0,0,0,0,0,0,3
60,3,0,0,0,0,0,0,0,0,0,3
61,3,0,0,0,0,0,0,0,0,0,3
62,3,0,0,0,0,0,0,0,0,0,3
63,3,0,0,0,0,0,0,0,0,0,3
64,6,0,0,0,0,0,0,0,0,0,6
65,6,0,0,0,0,0,0,0,0,0,6
