Version,JavaScript,Java,C&C++,Objective-C&C++,Markdown,Other,Sum
5,74,0,0,32,0,5,111
6,76,0,0,32,0,5,113
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
17,149,0,0,0,0,0,149
18,149,0,0,0,0,0,149
19,149,0,0,0,0,0,149
20,151,0,0,0,0,0,151
21,151,0,0,0,0,0,151
22,151,0,0,0,0,0,151
23,151,0,0,0,0,0,151
24,151,0,0,0,0,0,151
25,151,0,0,0,0,0,151
26,151,0,0,0,0,0,151
27,151,0,0,0,0,0,151
28,151,0,0,0,0,0,151
29,151,0,0,0,0,0,151
30,151,0,0,0,0,0,151
31,151,0,0,0,0,0,151
32,155,0,0,0,0,0,155
33,155,0,0,0,0,0,155
34,155,0,0,0,0,0,155
35,155,0,0,0,0,0,155
36,155,0,0,0,0,0,155
37,155,0,0,0,0,0,155
38,155,0,0,0,0,0,155
39,155,0,0,0,0,0,155
40,155,0,0,0,0,0,155
41,155,0,0,0,0,0,155
42,197,0,0,0,0,8,205
43,197,0,0,0,0,8,205
44,197,0,0,0,0,8,205
45,203,0,0,0,0,8,211
46,203,0,0,0,0,8,211
47,209,0,0,0,0,8,217
48,219,0,0,0,0,8,227
49,218,0,0,0,0,8,226
50,218,0,0,0,0,8,226
51,218,0,0,0,0,8,226
52,218,0,0,0,0,8,226
53,218,0,0,0,0,8,226
54,218,0,0,0,0,8,226
55,218,0,0,0,0,8,226
56,232,0,0,0,0,8,240
57,231,0,0,0,0,8,239
58,275,0,0,0,0,4,279
59,275,0,0,0,0,4,279
60,265,0,0,0,0,4,269
61,275,0,0,0,0,4,279
62,275,0,0,0,0,4,279
63,275,0,0,0,0,4,279
64,276,0,0,0,0,4,280
65,274,0,0,0,0,4,278
