Version,JavaScript,Java,C&C++,Objective-C&C++,Markdown,Other,Ruby,XML,CSS,Shell,Sum
59,353,0,4,0,0,13,0,0,0,13,383
60,473,0,4,0,6,15,0,0,0,19,517
61,1575,125,5,5,13,26,0,0,0,18,1767
62,1714,152,6,6,19,26,0,0,0,21,1944
63,1720,152,6,6,27,26,0,0,0,21,1958
64,4172,566,22,1300,99,358,6,11,0,64,6598
65,4355,571,22,1296,99,460,6,13,0,58,6880
