Version,JavaScript,Java,C&C++,Objective-C&C++,Markdown,Other,Sum
37,236,0,0,0,0,0,236
38,258,0,0,0,0,0,258
39,259,0,0,0,0,0,259
40,269,0,0,0,0,0,269
41,267,0,0,0,0,0,267
42,277,0,0,0,0,0,277
43,275,0,0,0,0,0,275
44,283,0,0,0,0,0,283
45,310,0,0,0,0,0,310
46,336,0,0,0,0,0,336
47,355,0,0,0,0,0,355
48,367,0,0,0,0,0,367
49,405,0,0,0,0,0,405
50,443,0,0,0,0,0,443
51,447,0,0,0,0,0,447
52,473,0,0,0,0,0,473
53,473,0,0,0,0,0,473
54,474,0,0,0,0,0,474
55,468,0,0,0,0,0,468
56,669,0,0,0,0,0,669
57,783,0,0,0,0,0,783
58,852,0,0,0,0,0,852
59,876,0,0,0,0,0,876
60,813,0,0,0,0,0,813
61,626,0,0,0,0,0,626
62,624,0,0,0,0,0,624
63,668,0,0,0,0,0,668
64,680,0,0,0,0,0,680
65,710,0,0,0,0,0,710
